company_id,signal_date,source,category,normalized_score,assignee,verification_url,total_results_estimate,ai_patents,recent_ai_patents,ai_categories,patent_count_score,recency_bonus_score,category_diversity_score,total_score
2b543265-61cb-4972-a7ec-82f33213d389,2026-02-06T07:36:13.598096+00:00,SignalSource.GOOGLE_PATENTS,SignalCategory.INNOVATION_ACTIVITY,0.0,"HCA Healthcare, Inc.",https://patents.google.com/?q=CPC%3D%28G06N20%2F00%29+OR+CPC%3D%28G06N5%2F00%29+OR+CPC%3D%28G06N7%2F00%29+OR+CPC%3D%28G06N3%2F04%29&assignee=HCA+Healthcare+Inc.&after=priority:20210207&num=100&sort=new&start=0,0,,0,,0,0,0,0
