company_id,signal_date,source,category,normalized_score,assignee,verification_url,total_results_estimate,ai_patents,recent_ai_patents,ai_categories,patent_count_score,recency_bonus_score,category_diversity_score,total_score
33dbe935-9bb2-47b3-b6f0-6ceb073ad4cc,2026-02-06T07:59:28.047988+00:00,SignalSource.GOOGLE_PATENTS,SignalCategory.INNOVATION_ACTIVITY,40.0,Goldman Sachs & Co,https://patents.google.com/?q=CPC%3D%28G06N20%2F00%29+OR+CPC%3D%28G06N5%2F00%29+OR+CPC%3D%28G06N7%2F00%29+OR+CPC%3D%28G06N3%2F04%29&assignee=Goldman+Sachs+%26+Co&after=priority:20210207&num=100&sort=new&start=0,4,,0,"machine_learning,nlp",20,0,20,40
