company_id,signal_date,source,category,normalized_score,assignee,verification_url,total_results_estimate,ai_patents,recent_ai_patents,ai_categories,patent_count_score,recency_bonus_score,category_diversity_score,total_score
1d037fc0-78e1-4b5e-b307-9b206c3bcdaa,2026-02-06T07:38:04.246552+00:00,SignalSource.GOOGLE_PATENTS,SignalCategory.INNOVATION_ACTIVITY,15.0,"Automatic Data Processing, Inc.",https://patents.google.com/?q=CPC%3D%28G06N20%2F00%29+OR+CPC%3D%28G06N5%2F00%29+OR+CPC%3D%28G06N7%2F00%29+OR+CPC%3D%28G06N3%2F04%29&assignee=Automatic+Data+Processing+Inc.&after=priority:20210207&num=100&sort=new&start=0,1,,0,machine_learning,5,0,10,15
